"idx","location","qn","case_num","case_array","feedback","qn_move"
"76285","sw01_u04_p08","32","3","yes it's correct/yes it is correct/it's correct/it is correct/yes it's right/yes it is right/it's right/it is right/right/correct/yes/yes that's correct/yes that's right/yes that is correct/yes that is right","/%fb_incorrectfeedback_1/","37"
"76286","sw01_u04_p08","33","0","incorrect/try again"," ","-7777"
"76287","sw01_u04_p08","33","1","incorrect/no more chance","/%fb_incorrectfeedback_1/ /%sound_common-073-please-answer-yes-or-no/","37"
"76288","sw01_u04_p08","33","2","no it's not/no it's incorrect/no it's not correct/incorrect/no it's wrong/it's not/it's incorrect/it's not correct/it's wrong/wrong/no/no that's wrong/no that's incorrect/no that's not right/no that's not correct/no that's not/no that isn't/no that is not/no it isn't/no it isn't correct/no it isn't right/","/%fb_correctfeedback_1/","37"
"76289","sw01_u04_p08","33","3","yes it's correct/yes it is correct/it's correct/it is correct/yes it's right/yes it is right/it's right/it is right/right/correct/yes/yes that's correct/yes that's right/yes that is correct/yes that is right","/%fb_incorrectfeedback_1/","37"
"76290","sw01_u04_p08","34","0","incorrect/try again"," ","-7777"
"76291","sw01_u04_p08","34","1","incorrect/no more chance","/%fb_incorrectfeedback_1/ /%sound_common-073-please-answer-yes-or-no/","37"
"76292","sw01_u04_p08","34","2","yes it's correct/yes it is correct/it's correct/it is correct/yes it's right/yes it is right/it's right/it is right/right/correct/yes/yes that's correct/yes that's right/yes that is correct/yes that is right","/%fb_correctfeedback_1/","37"
"76293","sw01_u04_p08","34","3","no it's not/no it's incorrect/no it's not correct/incorrect/no it's wrong/it's not/it's incorrect/it's not correct/it's wrong/wrong/no/no that's wrong/no that's incorrect/no that's not right/no that's not correct/no that's not/no that isn't/no that is not/no it isn't/no it isn't correct/no it isn't right/","/%fb_incorrectfeedback_1/","37"
"76294","sw01_u04_p08","35","0","incorrect/try again"," ","-7777"
"76295","sw01_u04_p08","35","1","incorrect/no more chance","/%fb_incorrectfeedback_1/ /%sound_common-073-please-answer-yes-or-no/","37"
"76296","sw01_u04_p08","35","2","no it's not/no it's incorrect/no it's not correct/incorrect/no it's wrong/it's not/it's incorrect/it's not correct/it's wrong/wrong/no/no that's wrong/no that's incorrect/no that's not right/no that's not correct/no that's not/no that isn't/no that is not/no it isn't/no it isn't correct/no it isn't right/","/%fb_correctfeedback_1/","37"
"76297","sw01_u04_p08","35","3","yes it's correct/yes it is correct/it's correct/it is correct/yes it's right/yes it is right/it's right/it is right/right/correct/yes/yes that's correct/yes that's right/yes that is correct/yes that is right","/%fb_incorrectfeedback_1/","37"
"76298","sw01_u04_p08","36","0","incorrect/try again"," ","-7777"
"76299","sw01_u04_p08","36","1","incorrect/no more chance","/%fb_incorrectfeedback_1/ /%sound_common-073-please-answer-yes-or-no/","37"
"76300","sw01_u04_p08","36","2","no it's not/no it's incorrect/no it's not correct/incorrect/no it's wrong/it's not/it's incorrect/it's not correct/it's wrong/wrong/no/no that's wrong/no that's incorrect/no that's not right/no that's not correct/no that's not/no that isn't/no that is not/no it isn't/no it isn't correct/no it isn't right/","/%fb_correctfeedback_1/","37"
"76301","sw01_u04_p08","36","3","yes it's correct/yes it is correct/it's correct/it is correct/yes it's right/yes it is right/it's right/it is right/right/correct/yes/yes that's correct/yes that's right/yes that is correct/yes that is right","/%fb_incorrectfeedback_1/","37"
"76302","sw01_u04_p08","37","0","incorrect/try again"," ","-7777"
"76303","sw01_u04_p08","37","1","incorrect/no more chance","/%fb_incorrectfeedback_1/ /%sound_common-073-please-answer-yes-or-no/","39"
"76304","sw01_u04_p08","37","2","no it's not/no it's incorrect/no it's not correct/incorrect/no it's wrong/it's not/it's incorrect/it's not correct/it's wrong/wrong/no/no that's wrong/no that's incorrect/no that's not right/no that's not correct/no that's not/no that isn't/no that is not/no it isn't/no it isn't correct/no it isn't right/"," ","38"
"76305","sw01_u04_p08","37","3","yes it's correct/yes it is correct/it's correct/it is correct/yes it's right/yes it is right/it's right/it is right/right/correct/yes/yes that's correct/yes that's right/yes that is correct/yes that is right"," ","39"
"76306","sw01_u04_p10","1","0","incorrect/try again","/%sound_greeting-054-response1-incomp/","-7777"
"76307","sw01_u04_p10","1","1","incorrect/no more chance","/%sound_greeting-029-r1-incompre/","2"
"76308","sw01_u04_p10","1","2","#sentence_1# happy/#sentence_1# good/happy/good","/%sound_greeting-017-r1-happy-good/","2"
"76309","sw01_u04_p10","1","3","#sentence_1# awesome/#sentence_1# nice/awesome/nice","/%sound_greeting-018-r1-awesome-nice/","2"
"76310","sw01_u04_p10","1","4","#sentence_1# great/#sentence_1# wonderful/great/wonderful","/%sound_greeting-019-r1-great-wonderful/","2"
"76311","sw01_u04_p10","1","5","#sentence_1# bad/bad","/%sound_greeting-020-r1-bad/","2"
"76312","sw01_u04_p10","1","6","#sentence_1# sad/sad","/%sound_greeting-021-r1-sad/","2"
"76313","sw01_u04_p10","1","7","#sentence_1# angry/angry","/%sound_greeting-022-r1-angry/","2"
"76314","sw01_u04_p10","1","8","#sentence_1# hungry/hungry","/%sound_greeting-023-r1-hungry/","2"
"76315","sw01_u04_p10","1","9","#sentence_1# sick/sick","/%sound_greeting-024-r1-sick/","2"
"76316","sw01_u04_p10","1","10","#sentence_1# sleepy/sleepy","/%sound_greeting-025-r1-sleepy/","2"
"76317","sw01_u04_p10","1","11","#sentence_1# bored/bored","/%sound_greeting-026-r1-boring/","2"
"76318","sw01_u04_p10","1","12","#sentence_1# #positive_emotion#/#positive_emotion#","/%sound_greeting-027-r1-positive/","2"
"76319","sw01_u04_p10","1","13","#sentence_1# #negative_emotion#/#negative_emotion#","/%sound_greeting-028-r1-negative/","2"
"76320","sw01_u04_p10","2","0","incorrect/try again","Oops・ I didn't hear what you just said. ","-7777"
"76321","sw01_u04_p10","2","1","incorrect/no more chance","I wasn't able to understand that, but I hope you loved the weather today!","3"
"76322","sw01_u04_p10","2","2","sunny/#sentence_1# sunny","It's a great day to play outside, then. Grab your sunglasses! Let's get outside and play after our talk!","3"
"76323","sw01_u04_p10","2","3","rainy/#sentence_1# rainy","Be careful not to get wet!","3"
"76324","sw01_u04_p10","2","4","windy/#sentence_1# windy","Windy days are great days for flying kites!","3"
"76325","sw01_u04_p10","2","5","cloudy/#sentence_1# cloudy","Hmm・ Clouds always remind me of cotton candy! Yum yum!","3"
"76326","sw01_u04_p10","2","6","snowy/#sentence_1# snowy","I love building snowmen! Snowy days are always exciting!","3"
"76327","sw01_u04_p10","2","7","stormy/#sentence_1# stormy","Yikes! I don't like the sound of that! We should stay home!","3"
"76328","sw01_u04_p10","2","8","cold/#sentence_1# cold","Burr... No wonder I caught a cold. achoo!","3"
"76329","sw01_u04_p10","2","9","warm/#sentence_1# warm","Well, hopefully it isn't too warm!","3"
"76330","sw01_u04_p10","2","10","hot/#sentence_1# hot","We need ice cream on a hot day! I love chocolate ice cream!  Yummy!","3"
"76331","sw01_u04_p10","2","11","cool/#sentence_1# cool","It's a good day to play hide-and-seek outside! Yee-haw!","3"
"76332","sw01_u04_p10","3","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76333","sw01_u04_p10","3","1","incorrect/no more chance"," ","4"
"76334","sw01_u04_p10","3","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","4"
"76335","sw01_u04_p10","3","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","Then let's begin!","5"
"76336","sw01_u04_p10","4","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76337","sw01_u04_p10","4","1","incorrect/no more chance","Then let's begin!","5"
"76338","sw01_u04_p10","4","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","Then let's begin!","5"
"76339","sw01_u04_p10","4","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","Then let's listen to the example again.","4"
"76340","sw01_u04_p10","5","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76341","sw01_u04_p10","5","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"76342","sw01_u04_p10","5","2","There are 2 rugs and 3 boxes/There're 2 rugs and 3 boxes","/%fb_correctfeedback_1/","10"
"76343","sw01_u04_p10","6","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76344","sw01_u04_p10","6","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"76345","sw01_u04_p10","6","2","There is a sink and an oven/There's a sink and an oven","/%fb_correctfeedback_1/","10"
"76346","sw01_u04_p10","7","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76347","sw01_u04_p10","7","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"76348","sw01_u04_p10","7","2","There are 2 tables and 4 chairs/There're 2 tables and 4 chairs","/%fb_correctfeedback_1/","10"
"76349","sw01_u04_p10","8","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76350","sw01_u04_p10","8","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"76351","sw01_u04_p10","8","2","There is a bathtub and a shower/There's a bathtub and a shower","/%fb_correctfeedback_1/","10"
"76352","sw01_u04_p10","9","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76353","sw01_u04_p10","9","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"76354","sw01_u04_p10","9","2","There is a closet and a bed/There's a closet and a bed","/%fb_correctfeedback_1/","10"
"76355","sw01_u04_p10","10","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76356","sw01_u04_p10","10","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","11"
"76357","sw01_u04_p10","10","2","There is a mirror and a sofa/There's a mirror and a sofa","/%fb_correct_aec_fb1/","11"
"76358","sw01_u04_p10","11","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76359","sw01_u04_p10","11","1","incorrect/no more chance"," ","12"
"76360","sw01_u04_p10","11","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","12"
"76361","sw01_u04_p10","11","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","Then let's begin!","13"
"76362","sw01_u04_p10","12","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76363","sw01_u04_p10","12","1","incorrect/no more chance","Then let's begin!","13"
"76364","sw01_u04_p10","12","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","Then let's begin!","13"
"76365","sw01_u04_p10","12","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","Then let's listen to the example again.","12"
"76366","sw01_u04_p10","13","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76367","sw01_u04_p10","13","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"76368","sw01_u04_p10","13","2","There is a mirror and a sofa/There's a mirror and a sofa","/%fb_correctfeedback_1/","18"
"76369","sw01_u04_p10","14","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76370","sw01_u04_p10","14","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"76371","sw01_u04_p10","14","2","There are 2 rugs and 3 boxes/There're 2 rugs and 3 boxes","/%fb_correctfeedback_1/","18"
"76372","sw01_u04_p10","15","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76373","sw01_u04_p10","15","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"76374","sw01_u04_p10","15","2","There is a sink and an oven/There's a sink and an oven","/%fb_correctfeedback_1/","18"
"76375","sw01_u04_p10","16","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76376","sw01_u04_p10","16","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"76377","sw01_u04_p10","16","2","There are 2 tables and 4 chairs/There're two tables and four chairs","/%fb_correctfeedback_1/","18"
"76378","sw01_u04_p10","17","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76379","sw01_u04_p10","17","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"76380","sw01_u04_p10","17","2","There is a bathtub and a shower/There's a bathtub and a shower","/%fb_correctfeedback_1/","18"
"76381","sw01_u04_p10","18","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76382","sw01_u04_p10","18","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","19"
"76383","sw01_u04_p10","18","2","There is a closet and a bed/There's a closet and a bed","/%fb_correct_aec_fb1/","19"
"76384","sw01_u04_p10","19","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76385","sw01_u04_p10","19","1","incorrect/no more chance"," ","20"
"76386","sw01_u04_p10","19","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","20"
"76387","sw01_u04_p10","19","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","/%sound_common-133-dg-lets-begin//%sound_common-135-dg-round1/","21"
"76388","sw01_u04_p10","20","0","incorrect/try again"," ","-7777"
"76389","sw01_u04_p10","20","1","incorrect/no more chance","/%sound_common-133-dg-lets-begin//%sound_common-135-dg-round1/","21"
"76390","sw01_u04_p10","20","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","/%sound_common-133-dg-lets-begin//%sound_common-135-dg-round1/","21"
"76391","sw01_u04_p10","20","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","/%sound_common-072-then-lets-listen-to-the-ex-again/","20"
"76392","sw01_u04_p10","21","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76393","sw01_u04_p10","21","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","23"
"76394","sw01_u04_p10","21","2","There are #number# rugs and #number# boxes/There're #number# rugs and #number# boxes/There is a rug/There is a box/There's a rug/There's a box/There are #number# rugs/There're #number# rugs/There are #number# boxes/There're #number# boxes/There is a rug and a box/There's a rug and a box","/%fb_correctfeedback_1/","23"
"76395","sw01_u04_p10","22","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76396","sw01_u04_p10","22","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","23"
"76397","sw01_u04_p10","22","2","There are #number# tables and #number# chairs/There're #number# tables and #number# chairs/There is a table/There is a chair/There's a table/There's a chair/There are #number# tables/There're #number# tables/There are #number# chairs/There're #number# chairs/There is a table and a chair/There's a table and a chair","/%fb_correctfeedback_1/","23"
"76398","sw01_u04_p10","23","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76399","sw01_u04_p10","23","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","24"
"76400","sw01_u04_p10","23","2","There are #number# bathtubs and #number# showers/There're #number# bathtubs and #number# showers/There is a bathtub/There is a shower/There's a bathtub/There's a shower/There are #number# bathtubs/There're #number# bathtubs/There are #number# showers/There're #number# showers/There is a bathtub and a shower/There's a bathtub and a shower","/%fb_correct_aec_fb1/","24"
"76401","sw01_u04_p10","24","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76402","sw01_u04_p10","24","1","incorrect/no more chance"," ","25"
"76403","sw01_u04_p10","24","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","25"
"76404","sw01_u04_p10","24","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","/%sound_common-133-dg-lets-begin//%sound_common-136-dg-round2/","26"
"76405","sw01_u04_p10","25","0","incorrect/try again"," ","-7777"
"76406","sw01_u04_p10","25","1","incorrect/no more chance","/%sound_common-133-dg-lets-begin//%sound_common-136-dg-round2/","26"
"76407","sw01_u04_p10","25","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","/%sound_common-133-dg-lets-begin//%sound_common-136-dg-round2/","26"
"76408","sw01_u04_p10","25","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","/%sound_common-072-then-lets-listen-to-the-ex-again/","25"
"76409","sw01_u04_p10","26","0","incorrect/try again","/%fb_retryfeedback_1/","28"
"76410","sw01_u04_p10","26","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","28"
"76411","sw01_u04_p10","26","2","What's in your house/What is in your house/Wha's in your home/What is in your home","/%sound_sw01-u04-p10-028-dg-a-niceliviningroom//%fb_correctfeedback_1/","28"
